Comments,Surrounding Code Context,Class
This function flattens a nested array into a single array.,"function flatten(arr) { return arr.reduce((flat, toFlatten) => flat.concat(Array.isArray(toFlatten) ? flatten(toFlatten) : toFlatten), []); }",Useful
This function counts the number of words in a given string by splitting it.,def count_words(s): return len(s.split()),Useful
This class represents a bank account with methods for depositing and withdrawing funds.,"class BankAccount: def __init__(self, balance): self.balance = balance def deposit(self, amount): self.balance += amount def withdraw(self, amount): if amount > self.balance: raise ValueError('Insufficient funds') self.balance -= amount",Useful
This function computes the greatest common divisor of two integers using the Euclidean algorithm.,"def gcd(a, b): while b: a, b = b, a % b return a",Useful
"This class represents a person with a name and age, and provides a method to increment their age.","class Person: def __init__(self, name, age): self.name = name self.age = age def birthday(self): self.age += 1",Useful
This function checks if a string has valid parentheses by using a stack.,def valid_parentheses(s): stack = [] for char in s: if char in '(': stack.append(char) elif char in ')': if not stack: return False stack.pop() return not stack,Useful
This function implements the 0/1 Knapsack problem using dynamic programming to maximize the value that can be carried within a given capacity.,"def knapsack(weights, values, capacity): n = len(values) dp = [[0 for _ in range(capacity + 1)] for _ in range(n + 1)] for i in range(n + 1): for w in range(capacity + 1): if i == 0 or w == 0: dp[i][w] = 0 elif weights[i-1] <= w: dp[i][w] = max(values[i-1] + dp[i-1][w - weights[i-1]], dp[i-1][w]) else: dp[i][w] = dp[i-1][w] return dp[n][capacity]",Useful
This class represents a directed graph and contains methods to add edges and perform breadth-first search.,"class Graph: def __init__(self): self.graph = {} def add_edge(self, u, v): if u not in self.graph: self.graph[u] = [] self.graph[u].append(v) def bfs(self, start): visited = set() queue = [start] while queue: vertex = queue.pop(0) if vertex not in visited: visited.add(vertex) queue.extend(set(self.graph[vertex]) - visited)",Useful
"This function sorts an array using the merge sort algorithm, which is a divide-and-conquer sorting technique.","function mergeSort(arr) { if (arr.length < 2) return arr; const mid = Math.floor(arr.length / 2); const left = mergeSort(arr.slice(0, mid)); const right = mergeSort(arr.slice(mid)); return merge(left, right); } function merge(left, right) { let result = [], i = 0, j = 0; while (i < left.length && j < right.length) { if (left[i] < right[j]) result.push(left[i++]); else result.push(right[j++]); } return result.concat(left.slice(i)).concat(right.slice(j)); }",Useful
This code defines a binary tree in C++ with an insert method to add nodes while maintaining the properties of the binary search tree.,"struct Node { int data; Node* left; Node* right; Node(int val) : data(val), left(nullptr), right(nullptr) {} }; class BinaryTree { public: Node* root; BinaryTree() : root(nullptr) {} void insert(int val) { root = insertRec(root, val); } private: Node* insertRec(Node* node, int val) { if (node == nullptr) return new Node(val); if (val < node->data) node->left = insertRec(node->left, val); else node->right = insertRec(node->right, val); return node; }};",Useful
"This implementation of a queue uses two stacks to manage elements, allowing for standard queue operations like push and pop.","impl MyQueue { stack: Vec<i32>, temp_stack: Vec<i32> } impl MyQueue { fn new() -> Self { MyQueue { stack: Vec::new(), temp_stack: Vec::new() } } fn push(&mut self, x: i32) { self.stack.push(x); } fn pop(&mut self) -> i32 { while let Some(val) = self.stack.pop() { self.temp_stack.push(val); } let front = self.temp_stack.pop().unwrap(); while let Some(val) = self.temp_stack.pop() { self.stack.push(val); } front } fn peek(&self) -> i32 { *self.stack.last().unwrap() } fn empty(&self) -> bool { self.stack.is_empty() }}",Useful
This code defines an LRU (Least Recently Used) cache decorator to optimize function calls by caching results.,def lru_cache(maxsize=128): def decorator(func): cache = {} def wrapper(*args): if args in cache: return cache[args] if len(cache) >= maxsize: cache.popitem() cache[args] = func(*args) return cache[args] return wrapper return decorator,Useful
"This function creates a debounced version of the provided function, ensuring that it can only be called after a specified delay.","function debounce(func, wait) { let timeout; return function(...args) { const context = this; clearTimeout(timeout); timeout = setTimeout(() => func.apply(context, args), wait); }; }",Useful
This code finds the longest common prefix among a list of strings using a character-by-character comparison.,"class Solution: def longestCommonPrefix(self, strs: List[str]) -> str: if not strs: return '' prefix = strs[0] for s in strs[1:]: while not s.startswith(prefix): prefix = prefix[:-1] if not prefix: return '' return prefix",Useful
"This function implements the quicksort algorithm, which sorts an array by selecting a pivot and partitioning the array.",def quicksort(arr): if len(arr) <= 1: return arr pivot = arr[len(arr) // 2] left = [x for x in arr if x < pivot] middle = [x for x in arr if x == pivot] right = [x for x in arr if x > pivot] return quicksort(left) + middle + quicksort(right),Useful
"This class represents a circular queue with methods to add and remove elements, handling wrap-around efficiently.","class CircularQueue: def __init__(self, size): self.size = size self.queue = [None] * size self.front = self.rear = -1 def enqueue(self, item): if (self.rear + 1) % self.size == self.front: raise Exception('Queue is full') if self.front == -1: self.front = 0 self.rear = (self.rear + 1) % self.size self.queue[self.rear] = item def dequeue(self): if self.front == -1: raise Exception('Queue is empty') item = self.queue[self.front] if self.front == self.rear: self.front = self.rear = -1 else: self.front = (self.front + 1) % self.size return item",Useful
This function calculates the nth Fibonacci number using an iterative approach and stores previously computed values.,"const fibonacci = (n) => { const fib = [0, 1]; for (let i = 2; i <= n; i++) { fib[i] = fib[i - 1] + fib[i - 2]; } return fib[n]; };",Useful
This function performs a binary search on a sorted array to find the index of a target value.,"def binary_search(arr, target): low, high = 0, len(arr) - 1 while low <= high: mid = (low + high) // 2 if arr[mid] < target: low = mid + 1 elif arr[mid] > target: high = mid - 1 else: return mid return -1",Useful
"This class implements an AVL tree, a self-balancing binary search tree, with methods to insert nodes and maintain balance.","class AVLTree: def __init__(self): self.root = None def insert(self, key): self.root = self._insert(self.root, key) def _insert(self, node, key): if not node: return Node(key) if key < node.key: node.left = self._insert(node.left, key) else: node.right = self._insert(node.right, key) return self._balance(node)",Useful
"This function limits the rate at which a function can be called, ensuring it doesn't exceed the specified limit.","function throttle(func, limit) { let lastFunc; let lastRan; return function() { const context = this; const args = arguments; if (!lastRan) { func.apply(context, args); lastRan = Date.now(); } else { clearTimeout(lastFunc); lastFunc = setTimeout(() => { if ((Date.now() - lastRan) >= limit) { func.apply(context, args); lastRan = Date.now(); } }, limit - (Date.now() - lastRan)); } }; }",Useful
This function merges two sorted lists into a single sorted list by iterating through both lists simultaneously.,"def merge_sorted_lists(list1, list2): merged = [] i, j = 0, 0 while i < len(list1) and j < len(list2): if list1[i] < list2[j]: merged.append(list1[i]) i += 1 else: merged.append(list2[j]) j += 1 merged.extend(list1[i:]) merged.extend(list2[j:]) return merged",Useful
This class implements a max heap with methods to insert elements and maintain the heap property.,"class MaxHeap: def __init__(self): self.heap = [] def insert(self, val): self.heap.append(val) self._heapify_up(len(self.heap) - 1) def _heapify_up(self, index): while index > 0: parent = (index - 1) // 2 if self.heap[parent] < self.heap[index]: self.heap[parent], self.heap[index] = self.heap[index], self.heap[parent] index = parent else: break",Useful
This function checks if a given string is a palindrome by comparing it with its reversed version.,function isPalindrome(str) { const reversed = str.split('').reverse().join(''); return str === reversed; },Useful
This function generates the power set of a given set using recursion to build all possible subsets.,def power_set(s): if not s: return [[]] res = power_set(s[:-1]) return res + [r + [s[-1]] for r in res],Useful
This function finds all start indices of anagrams of a given string within another string using character counting.,"const findAnagrams = (s, p) => { const result = []; const pCount = Array(26).fill(0); for (let char of p) { pCount[char.charCodeAt(0) - 'a'.charCodeAt(0)]++; } for (let i = 0; i < s.length - p.length + 1; i++) { const sCount = Array(26).fill(0); for (let j = 0; j < p.length; j++) { sCount[s[i + j].charCodeAt(0) - 'a'.charCodeAt(0)]++; } if (JSON.stringify(sCount) === JSON.stringify(pCount)) result.push(i); } return result; };",Useful
"This code defines a trie data structure for efficient word storage and retrieval, allowing for prefix-based searches.","class TrieNode: def __init__(self): self.children = {} self.is_end_of_word = False class Trie: def __init__(self): self.root = TrieNode() def insert(self, word): node = self.root for char in word: if char not in node.children: node.children[char] = TrieNode() node = node.children[char] node.is_end_of_word = True",Useful
This function recursively flattens a nested array into a single-level array using reduce.,"function flattenArray(arr) { return arr.reduce((flat, toFlatten) => flat.concat(Array.isArray(toFlatten) ? flattenArray(toFlatten) : toFlatten), []); }",Useful
This function implements Dijkstra's algorithm to find the shortest paths from a starting node to all other nodes in a weighted graph.,"def dijkstra(graph, start): shortest_paths = {node: float('infinity') for node in graph} shortest_paths[start] = 0 priority_queue = [(0, start)] while priority_queue: current_distance, current_node = heapq.heappop(priority_queue) for neighbor, weight in graph[current_node].items(): distance = current_distance + weight if distance < shortest_paths[neighbor]: shortest_paths[neighbor] = distance heapq.heappush(priority_queue, (distance, neighbor)) return shortest_paths",Useful
This class implements a segment tree for efficient range queries and updates over an array.,"class SegmentTree: def __init__(self, data): self.n = len(data) self.tree = [0] * (2 * self.n) self.build(data) def build(self, data): for i in range(self.n): self.tree[self.n + i] = data[i] for i in range(self.n - 1, 0, -1): self.tree[i] = self.tree[2 * i] + self.tree[2 * i + 1]",Useful
This function rotates a square matrix 90 degrees clockwise in place.,function rotateMatrix(matrix) { let n = matrix.length; for (let layer = 0; layer < n / 2; layer++) { let first = layer; let last = n - 1 - layer; for (let i = first; i < last; i++) { let offset = i - first; let top = matrix[first][i]; matrix[first][i] = matrix[last - offset][first]; matrix[last - offset][first] = matrix[last][last - offset]; matrix[last][last - offset] = matrix[i][last]; matrix[i][last] = top; } } return matrix; },Useful
This function checks if a string has balanced parentheses using a stack to track opening and closing brackets.,def is_balanced_parentheses(s): stack = [] for char in s: if char == '(': stack.append(char) elif char == ')': if not stack: return False stack.pop() return not stack,Useful
This class implements a singly linked list with methods to insert new nodes and display the list.,"class LinkedList: class Node: def __init__(self, data): self.data = data self.next = None def __init__(self): self.head = None def insert(self, data): new_node = self.Node(data) new_node.next = self.head self.head = new_node def display(self): current = self.head while current: print(current.data) current = current.next",Useful
This function finds two indices in an array that add up to a specified target using a hash map for fast lookups.,"const twoSum = (nums, target) => { const map = new Map(); for (let i = 0; i < nums.length; i++) { const complement = target - nums[i]; if (map.has(complement)) { return [map.get(complement), i]; } map.set(nums[i], i); } return []; };",Useful
This function finds all combinations of numbers that sum up to a target value using backtracking.,"def combination_sum(candidates, target): def backtrack(start, target, path): if target == 0: res.append(path) return if target < 0: return for i in range(start, len(candidates)): backtrack(i, target - candidates[i], path + [candidates[i]]) res = [] backtrack(0, target, []) return res",Useful
This class implements an LRU (Least Recently Used) cache that supports get and put operations with a fixed capacity.,"class LRUCache: def __init__(self, capacity: int): self.cache = {} self.capacity = capacity self.order = [] def get(self, key: int) -> int: if key not in self.cache: return -1 self.order.remove(key) self.order.append(key) return self.cache[key] def put(self, key: int, value: int) -> None: if key in self.cache: self.order.remove(key) else: if len(self.cache) >= self.capacity: lru = self.order.pop(0) del self.cache[lru] self.cache[key] = value self.order.append(key)",Useful
This function calculates the largest rectangle area in a histogram using a stack to track indices.,"def largest_rectangle_area(heights): stack, max_area = [], 0 for i, h in enumerate(heights): while stack and heights[stack[-1]] > h: height = heights[stack.pop()] width = i if not stack else i - stack[-1] - 1 max_area = max(max_area, height * width) stack.append(i) while stack: height = heights[stack.pop()] width = len(heights) if not stack else len(heights) - stack[-1] - 1 max_area = max(max_area, height * width) return max_area",Useful
This function finds the maximum sum of a contiguous subarray using Kadane's algorithm.,"const maxSubArray = (nums) => { let max = nums[0], currentMax = nums[0]; for (let i = 1; i < nums.length; i++) { currentMax = Math.max(nums[i], currentMax + nums[i]); max = Math.max(max, currentMax); } return max; };",Useful
This function finds the median of two sorted arrays using a binary search approach for efficiency.,"def findMedianSortedArrays(nums1, nums2): def get_kth(k): i, j = 0, 0 while True: if i == len(nums1): return nums2[j + k - 1] if j == len(nums2): return nums1[i + k - 1] if k == 1: return min(nums1[i], nums2[j]) mid1, mid2 = (i + k // 2 - 1), (j + k // 2 - 1) val1 = nums1[mid1] if mid1 < len(nums1) else float('inf') val2 = nums2[mid2] if mid2 < len(nums2) else float('inf') if val1 < val2: i += k // 2 else: j += k // 2 k -= k // 2 return get_kth((len(nums1) + len(nums2) + 1) // 2)",Useful
This class generates all permutations of a list of numbers using backtracking.,"class Permutation: def __init__(self): self.permutations = [] def permute(self, nums): self._backtrack(nums, []) return self.permutations def _backtrack(self, nums, path): if not nums: self.permutations.append(path) for i in range(len(nums)): self._backtrack(nums[:i] + nums[i+1:], path + [nums[i]])",Useful
This function checks if two strings are anagrams by counting character occurrences in both strings.,"const isAnagram = (s, t) => { if (s.length !== t.length) return false; const count = {}; for (let char of s) { count[char] = (count[char] || 0) + 1; } for (let char of t) { if (!count[char]) return false; count[char]--; } return true; };",Useful
This function generates all combinations of well-formed parentheses for a given number of pairs using backtracking.,"def generate_parentheses(n): def backtrack(s='', left=0, right=0): if len(s) == 2 * n: res.append(s) return if left < n: backtrack(s + '(', left + 1, right) if right < left: backtrack(s + ')', left, right + 1) res = [] backtrack() return res",Useful
This function generates a Fibonacci sequence up to n terms.,"def fibonacci(n):
    if n <= 0:
        return []
    elif n == 1:
        return [0]
    elif n == 2:
        return [0, 1]
    else:
        fib_seq = [0, 1]
        for i in range(2, n):
            fib_seq.append(fib_seq[-1] + fib_seq[-2])
        return fib_seq",Useful
This class defines a binary tree structure.,"class Node:
    def __init__(self, key):
        self.left = None
        self.right = None
        self.value = key

class BinaryTree:
    def __init__(self):
        self.root = None

    def insert(self, key):
        if self.root is None:
            self.root = Node(key)
        else:
            self._insert_recursively(self.root, key)

    def _insert_recursively(self, current_node, key):
        if key < current_node.value:
            if current_node.left is None:
                current_node.left = Node(key)
            else:
                self._insert_recursively(current_node.left, key)
        else:
            if current_node.right is None:
                current_node.right = Node(key)
            else:
                self._insert_recursively(current_node.right, key)",Useful
This function sorts an array using the merge sort algorithm.,"def merge_sort(arr):
    if len(arr) > 1:
        mid = len(arr) // 2
        left_half = arr[:mid]
        right_half = arr[mid:]

        merge_sort(left_half)
        merge_sort(right_half)

        i = j = k = 0

        while i < len(left_half) and j < len(right_half):
            if left_half[i] < right_half[j]:
                arr[k] = left_half[i]
                i += 1
            else:
                arr[k] = right_half[j]
                j += 1
            k += 1

        while i < len(left_half):
            arr[k] = left_half[i]
            i += 1
            k += 1

        while j < len(right_half):
            arr[k] = right_half[j]
            j += 1
            k += 1",Useful
This function performs the quicksort algorithm on an array.,"function quickSort(arr) {
    if (arr.length <= 1) {
        return arr;
    }
    const pivot = arr[arr.length - 1];
    const left = [];
    const right = [];
    for (let i = 0; i < arr.length - 1; i++) {
        if (arr[i] < pivot) {
            left.push(arr[i]);
        } else {
            right.push(arr[i]);
        }
    }
    return [...quickSort(left), pivot, ...quickSort(right)];
}",Useful
This function implements binary search for a sorted array.,"pub fn binary_search<T: Ord>(arr: &[T], target: T) -> Option<usize> {
    let mut left = 0;
    let mut right = arr.len();

    while left < right {
        let mid = left + (right - left) / 2;
        if arr[mid] == target {
            return Some(mid);
        } else if arr[mid] < target {
            left = mid + 1;
        } else {
            right = mid;
        }
    }
    None
}",Useful
This class represents a directed graph and implements depth-first search.,"class Graph:
    def __init__(self):
        self.graph = {}

    def add_edge(self, u, v):
        if u not in self.graph:
            self.graph[u] = []
        self.graph[u].append(v)

    def dfs(self, start):
        visited = set()
        self._dfs_helper(start, visited)

    def _dfs_helper(self, node, visited):
        if node not in visited:
            print(node)
            visited.add(node)
            for neighbor in self.graph.get(node, []):
                self._dfs_helper(neighbor, visited)",Useful
This function counts the frequency of each word in a given text.,"def count_words(text):
    words = text.split()
    word_count = {}
    for word in words:
        word = word.lower()
        if word in word_count:
            word_count[word] += 1
        else:
            word_count[word] = 1
    return word_count",Useful
This function creates a debounced version of a function.,"function debounce(func, delay) {
    let timeout;
    return function(...args) {
        const context = this;
        clearTimeout(timeout);
        timeout = setTimeout(() => func.apply(context, args), delay);
    };
}",Useful
This function calculates the factorial of a number recursively.,"fn factorial(n: u64) -> u64 {
    if n == 0 {
        1
    } else {
        n * factorial(n - 1)
    }
}",Useful
This function checks if a number is prime.,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    return True",Useful
This function merges two sorted arrays into one sorted array.,"function merge(arr1, arr2) {
    let merged = [];
    let i = 0, j = 0;
    while (i < arr1.length && j < arr2.length) {
        if (arr1[i] < arr2[j]) {
            merged.push(arr1[i++]);
        } else {
            merged.push(arr2[j++]);
        }
    }
    return merged.concat(arr1.slice(i)).concat(arr2.slice(j));
}",Useful
This struct represents a point in 2D space and includes a method to calculate the distance to another point.,"pub struct Point {
    x: f64,
    y: f64,
}

impl Point {
    pub fn new(x: f64, y: f64) -> Point {
        Point { x, y }
    }

    pub fn distance(&self, other: &Point) -> f64 {
        let dx = self.x - other.x;
        let dy = self.y - other.y;
        (dx * dx + dy * dy).sqrt()
    }
}",Useful
This class implements a stack data structure with basic operations.,"class Stack:
    def __init__(self):
        self.items = []

    def push(self, item):
        self.items.append(item)

    def pop(self):
        return self.items.pop() if not self.is_empty() else None

    def is_empty(self):
        return len(self.items) == 0",Useful
This function limits the rate at which a function can be executed.,"function throttle(func, limit) {
    let lastFunc;
    let lastRan;
    return function() {
        const context = this;
        const args = arguments;
        if (!lastRan) {
            func.apply(context, args);
            lastRan = Date.now();
        } else {
            clearTimeout(lastFunc);
            lastFunc = setTimeout(function() {
                if ((Date.now() - lastRan) >= limit) {
                    func.apply(context, args);
                    lastRan = Date.now();
                }
            }, limit - (Date.now() - lastRan));
        }
    };
}",Useful
This function calculates the area of a circle given its radius.,"def calculate_area_of_circle(radius):
    return 3.14159 * (radius ** 2)",Useful
This function finds the longest common prefix string among an array of strings.,"pub fn longest_common_prefix(strs: Vec<&str>) -> String {
    if strs.is_empty() { return String::new(); }
    let mut prefix = strs[0].to_string();
    for s in &strs[1..] {
        while !s.starts_with(&prefix) {
            prefix.pop();
        }
    }
    prefix
}",Useful
This class implements a queue data structure with basic operations.,"class Queue:
    def __init__(self):
        self.items = []

    def enqueue(self, item):
        self.items.insert(0, item)

    def dequeue(self):
        return self.items.pop() if not self.is_empty() else None

    def is_empty(self):
        return len(self.items) == 0",Useful
This function flattens a nested list into a single list.,"def flatten_list(nested_list):
    flat_list = []
    for sublist in nested_list:
        if isinstance(sublist, list):
            flat_list.extend(flatten_list(sublist))
        else:
            flat_list.append(sublist)
    return flat_list",Useful
"This function sorts an array using the merge sort algorithm, implemented in Rust.","fn merge_sort(arr: &mut [i32]) {
    let len = arr.len();
    if len < 2 {
        return;
    }
    let mid = len / 2;
    merge_sort(&mut arr[..mid]);
    merge_sort(&mut arr[mid..]);
    let mut merged = Vec::new();
    let (mut left, mut right) = (0, mid);
    while left < mid && right < len {
        if arr[left] < arr[right] {
            merged.push(arr[left]);
            left += 1;
        } else {
            merged.push(arr[right]);
            right += 1;
        }
    }
    while left < mid {
        merged.push(arr[left]);
        left += 1;
    }
    while right < len {
        merged.push(arr[right]);
        right += 1;
    }
    arr.copy_from_slice(&merged);
}",Useful
This function calculates the height of a binary tree.,"def binary_tree_height(node):
    if not node:
        return -1
    left_height = binary_tree_height(node.left)
    right_height = binary_tree_height(node.right)
    return max(left_height, right_height) + 1",Useful
This function computes the factorial of a number using recursion.,"function factorial(n) {
    if (n === 0) return 1;
    return n * factorial(n - 1);
}",Useful
This function checks if a string is a palindrome.,"pub fn is_palindrome(s: &str) -> bool {
    let s = s.chars().collect::<Vec<_>>();
    let len = s.len();
    for i in 0..len / 2 {
        if s[i] != s[len - 1 - i] {
            return false;
        }
    }
    true
}",Useful
This function reverses a given string.,"def reverse_string(s):
    return s[::-1]",Useful
This function computes the nth Fibonacci number using recursion.,"pub fn fibonacci(n: u64) -> u64 {
    if n <= 1 {
        return n;
    }
    fibonacci(n - 1) + fibonacci(n - 2)
}",Useful
This function groups words that are anagrams of each other.,"def group_anagrams(words):
    anagrams = {}
    for word in words:
        sorted_word = ''.join(sorted(word))
        anagrams.setdefault(sorted_word, []).append(word)
    return list(anagrams.values())",Useful
This function generates a random integer between min and max.,"function random_integer(min, max) {
    return Math.floor(Math.random() * (max - min + 1)) + min;
}",Useful
This function calculates the sum of squares of numbers from 1 to n.,"pub fn sum_of_squares(n: u64) -> u64 {
    (1..=n).map(|x| x * x).sum()
}",Useful
This function returns the prime factors of a given number.,"def prime_factors(n):
    i = 2
    factors = []
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.append(i)
    if n > 1:
        factors.append(n)
    return factors",Useful
This function returns an array with unique elements from the input array.,"function unique_elements(arr) {
    return [...new Set(arr)];
}",Useful
This function counts the number of vowels in a string.,"pub fn count_vowels(s: &str) -> usize {
    s.chars().filter(|&c| ""aeiouAEIOU"".contains(c)).count()
}",Useful
This function finds the character with the maximum occurrence in a string.,"def get_max_occurrence(string):
    count = {}
    for char in string:
        count[char] = count.get(char, 0) + 1
    return max(count, key=count.get)",Useful
This function removes duplicate items from an array.,"function remove_duplicates(arr) {
    return arr.filter((item, index) => arr.indexOf(item) === index);
}",Useful
This function calculates the greatest common divisor of two numbers using recursion.,"pub fn gcd(a: u64, b: u64) -> u64 {
    if b == 0 {
        return a;
    }
    gcd(b, a % b)
}",Useful
This function finds the length of the longest substring without repeating characters.,"def longest_substring_without_repeating(s):
    start = max_length = 0
    used_chars = {}
    for index, char in enumerate(s):
        if char in used_chars and used_chars[char] >= start:
            start = used_chars[char] + 1
        used_chars[char] = index
        max_length = max(max_length, index - start + 1)
    return max_length",Useful
This function returns indices of the two numbers such that they add up to a specific target.,"pub fn two_sum(nums: Vec<i32>, target: i32) -> Vec<i32> {
    let mut map = HashMap::new();
    for (i, &num) in nums.iter().enumerate() {
        if let Some(&j) = map.get(&(target - num)) {
            return vec![j, i as i32];
        }
        map.insert(num, i);
    }
    vec![]
}",Useful
"This function implements the merge sort algorithm, which is a divide-and-conquer sorting technique that recursively splits the array into halves and merges them back in sorted order.",def merge_sort(arr): if len(arr) > 1: mid = len(arr) // 2 left_half = arr[:mid] right_half = arr[mid:] merge_sort(left_half) merge_sort(right_half) i = j = k = 0 while i < len(left_half) and j < len(right_half): if left_half[i] < right_half[j]: arr[k] = left_half[i] i += 1 else: arr[k] = right_half[j] j += 1 k += 1 while i < len(left_half): arr[k] = left_half[i] i += 1 k += 1 while j < len(right_half): arr[k] = right_half[j] j += 1 k += 1,Useful
This class does something with graphs.,"class Graph: def __init__(self): self.graph = {} def add_edge(self, v, w): if v not in self.graph: self.graph[v] = [] self.graph[v].append(w)",Not Useful
This is a sorting algorithm.,"const quickSort = (arr) => { if (arr.length <= 1) return arr; const pivot = arr[arr.length - 1]; const left = []; const right = []; for (let i = 0; i < arr.length - 1; i++) { if (arr[i] < pivot) left.push(arr[i]); else right.push(arr[i]); } return [...quickSort(left), pivot, ...quickSort(right)]; };",Not Useful
Calculates Fibonacci numbers.,fn fibonacci(n: u32) -> u32 { if n <= 1 { return n; } fibonacci(n - 1) + fibonacci(n - 2) },Not Useful
Returns the average.,def calculate_average(grades): total = sum(grades) count = len(grades) return total / count if count > 0 else 0,Not Useful
This class represents a binary tree and provides methods to insert values into the tree.,"class BinaryTree: def __init__(self): self.root = None def insert(self, value): if self.root is None: self.root = Node(value) else: self._insert_recursively(self.root, value) def _insert_recursively(self, node, value): if value < node.value: if node.left is None: node.left = Node(value) else: self._insert_recursively(node.left, value) else: if node.right is None: node.right = Node(value) else: self._insert_recursively(node.right, value)",Useful
This function is used for debouncing.,"function debounce(func, delay) { let timer; return function(...args) { const context = this; clearTimeout(timer); timer = setTimeout(() => func.apply(context, args), delay); }; }",Not Useful
This function implements merge sort generically for any type that implements the Ord trait.,"pub fn merge_sort<T: Ord>(array: &mut [T]) { let len = array.len(); if len < 2 { return; } let mid = len / 2; merge_sort(&mut array[..mid]); merge_sort(&mut array[mid..]); let mut temp = Vec::with_capacity(len); let (mut left, mut right) = (0, mid); while left < mid && right < len { if array[left] <= array[right] { temp.push(array[left]); left += 1; } else { temp.push(array[right]); right += 1; } } temp.extend_from_slice(&array[left..mid]); temp.extend_from_slice(&array[right..]); array.copy_from_slice(&temp); }",Useful
Solves the knapsack problem using dynamic programming.,"def knapsack(weights, values, capacity): n = len(values) K = [[0 for _ in range(capacity + 1)] for _ in range(n + 1)] for i in range(n + 1): for w in range(capacity + 1): if i == 0 or w == 0: K[i][w] = 0 elif weights[i - 1] <= w: K[i][w] = max(values[i - 1] + K[i - 1][w - weights[i - 1]], K[i - 1][w]) else: K[i][w] = K[i - 1][w] return K[n][capacity]",Useful
Checks if a string is a palindrome.,const isPalindrome = (str) => { const reversed = str.split('').reverse().join(''); return str === reversed; };,Useful
This class is a basic linked list implementation.,"class LinkedList: def __init__(self): self.head = None def append(self, data): new_node = Node(data) if not self.head: self.head = new_node return current = self.head while current.next: current = current.next current.next = new_node",Useful
Calculates the greatest common divisor of two numbers.,"fn gcd(a: u64, b: u64) -> u64 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
Implements Dijkstra's algorithm to find the shortest path in a weighted graph.,"def dijkstra(graph, start): shortest_distance = {node: float('infinity') for node in graph} shortest_distance[start] = 0 priority_queue = [(0, start)] while priority_queue: current_distance, current_node = heapq.heappop(priority_queue) for neighbor, weight in graph[current_node].items(): distance = current_distance + weight if distance < shortest_distance[neighbor]: shortest_distance[neighbor] = distance heapq.heappush(priority_queue, (distance, neighbor)) return shortest_distance",Useful
This class is a stack implementation.,public class MyStack { private LinkedList<Integer> list = new LinkedList<>(); public void push(int value) { list.addFirst(value); } public int pop() { return list.removeFirst(); } public boolean isEmpty() { return list.isEmpty(); } },Useful
Flattens a nested array.,"function flatten(arr) { return arr.reduce((acc, val) => acc.concat(Array.isArray(val) ? flatten(val) : val), []); }",Useful
Generates all permutations of a list of numbers.,def permutations(nums): if len(nums) == 0: return [[]] res = [] for i in range(len(nums)): for p in permutations(nums[:i] + nums[i + 1:]): res.append([nums[i]] + p) return res,Useful
Performs a binary search on a sorted array.,"fn binary_search<T: Ord>(arr: &[T], target: T) -> Option<usize> { let mut left = 0; let mut right = arr.len(); while left < right { let mid = left + (right - left) / 2; if arr[mid] == target { return Some(mid); } else if arr[mid] < target { left = mid + 1; } else { right = mid; } } None }",Useful
This class implements a min-heap data structure.,"class MinHeap: def __init__(self): self.heap = [] def insert(self, key): self.heap.append(key) self._heapify_up(len(self.heap) - 1) def _heapify_up(self, index): parent_index = (index - 1) // 2 if index > 0 and self.heap[index] < self.heap[parent_index]: self.heap[index], self.heap[parent_index] = self.heap[parent_index], self.heap[index] self._heapify_up(parent_index)",Useful
Calculates the factorial of a number recursively.,function calculateFactorial(n) { if (n === 0 || n === 1) return 1; return n * calculateFactorial(n - 1); },Useful
This function checks if two strings are anagrams.,"def is_anagram(str1, str2): return sorted(str1) == sorted(str2)",Useful
This class implements a basic queue.,"class Queue: def __init__(self): self.items = [] def enqueue(self, item): self.items.append(item) def dequeue(self): return self.items.pop(0)",Useful
Generates a list of prime numbers up to n using the Sieve of Eratosthenes.,"fn prime_sieve(n: usize) -> Vec<usize> { let mut primes = vec![true; n + 1]; primes[0] = false; primes[1] = false; for p in 2..=((n as f64).sqrt() as usize) { if primes[p] { for multiple in (p*p..=n).step_by(p) { primes[multiple] = false; } } } primes.into_iter().enumerate().filter_map(|(i, &is_prime)| if is_prime { Some(i) } else { None }).collect() }",Useful
Implements the breadth-first search algorithm for traversing a graph.,"def bfs(graph, start): visited = set() queue = [start] while queue: vertex = queue.pop(0) if vertex not in visited: visited.add(vertex) neighbors = graph[vertex] for neighbor in neighbors: queue.append(neighbor) return visited",Useful
Merges two sorted arrays into one sorted array.,"const mergeSortedArrays = (arr1, arr2) => { let merged = []; let i = 0, j = 0; while (i < arr1.length && j < arr2.length) { if (arr1[i] < arr2[j]) { merged.push(arr1[i++]); } else { merged.push(arr2[j++]); } } return merged.concat(arr1.slice(i)).concat(arr2.slice(j)); };",Useful
