Comments,Surrounding Code Context,Class
This function calculates the height of a binary tree.,"def binary_tree_height(node):
    if not node:
        return -1
    left_height = binary_tree_height(node.left)
    right_height = binary_tree_height(node.right)
    return max(left_height, right_height) + 1",Useful
This function computes the factorial of a number using recursion.,"function factorial(n) {
    if (n === 0) return 1;
    return n * factorial(n - 1);
}",Useful
This function checks if a string is a palindrome.,"pub fn is_palindrome(s: &str) -> bool {
    let s = s.chars().collect::<Vec<_>>();
    let len = s.len();
    for i in 0..len / 2 {
        if s[i] != s[len - 1 - i] {
            return false;
        }
    }
    true
}",Useful
This function reverses a given string.,"def reverse_string(s):
    return s[::-1]",Useful
This function computes the nth Fibonacci number using recursion.,"pub fn fibonacci(n: u64) -> u64 {
    if n <= 1 {
        return n;
    }
    fibonacci(n - 1) + fibonacci(n - 2)
}",Useful
This function groups words that are anagrams of each other.,"def group_anagrams(words):
    anagrams = {}
    for word in words:
        sorted_word = ''.join(sorted(word))
        anagrams.setdefault(sorted_word, []).append(word)
    return list(anagrams.values())",Useful
This function generates a random integer between min and max.,"function random_integer(min, max) {
    return Math.floor(Math.random() * (max - min + 1)) + min;
}",Useful
This function calculates the sum of squares of numbers from 1 to n.,"pub fn sum_of_squares(n: u64) -> u64 {
    (1..=n).map(|x| x * x).sum()
}",Useful
This function returns the prime factors of a given number.,"def prime_factors(n):
    i = 2
    factors = []
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.append(i)
    if n > 1:
        factors.append(n)
    return factors",Useful
This function returns an array with unique elements from the input array.,"function unique_elements(arr) {
    return [...new Set(arr)];
}",Useful
This function counts the number of vowels in a string.,"pub fn count_vowels(s: &str) -> usize {
    s.chars().filter(|&c| ""aeiouAEIOU"".contains(c)).count()
}",Useful
This function finds the character with the maximum occurrence in a string.,"def get_max_occurrence(string):
    count = {}
    for char in string:
        count[char] = count.get(char, 0) + 1
    return max(count, key=count.get)",Useful
This function removes duplicate items from an array.,"function remove_duplicates(arr) {
    return arr.filter((item, index) => arr.indexOf(item) === index);
}",Useful
This function calculates the greatest common divisor of two numbers using recursion.,"pub fn gcd(a: u64, b: u64) -> u64 {
    if b == 0 {
        return a;
    }
    gcd(b, a % b)
}",Useful
This function finds the length of the longest substring without repeating characters.,"def longest_substring_without_repeating(s):
    start = max_length = 0
    used_chars = {}
    for index, char in enumerate(s):
        if char in used_chars and used_chars[char] >= start:
            start = used_chars[char] + 1
        used_chars[char] = index
        max_length = max(max_length, index - start + 1)
    return max_length",Useful
This function returns indices of the two numbers such that they add up to a specific target.,"pub fn two_sum(nums: Vec<i32>, target: i32) -> Vec<i32> {
    let mut map = HashMap::new();
    for (i, &num) in nums.iter().enumerate() {
        if let Some(&j) = map.get(&(target - num)) {
            return vec![j, i as i32];
        }
        map.insert(num, i);
    }
    vec![]
}",Useful
"This function implements the merge sort algorithm, which is a divide-and-conquer sorting technique that recursively splits the array into halves and merges them back in sorted order.",def merge_sort(arr): if len(arr) > 1: mid = len(arr) // 2 left_half = arr[:mid] right_half = arr[mid:] merge_sort(left_half) merge_sort(right_half) i = j = k = 0 while i < len(left_half) and j < len(right_half): if left_half[i] < right_half[j]: arr[k] = left_half[i] i += 1 else: arr[k] = right_half[j] j += 1 k += 1 while i < len(left_half): arr[k] = left_half[i] i += 1 k += 1 while j < len(right_half): arr[k] = right_half[j] j += 1 k += 1,Useful
This class does something with graphs.,"class Graph: def __init__(self): self.graph = {} def add_edge(self, v, w): if v not in self.graph: self.graph[v] = [] self.graph[v].append(w)",Not Useful
This is a sorting algorithm.,"const quickSort = (arr) => { if (arr.length <= 1) return arr; const pivot = arr[arr.length - 1]; const left = []; const right = []; for (let i = 0; i < arr.length - 1; i++) { if (arr[i] < pivot) left.push(arr[i]); else right.push(arr[i]); } return [...quickSort(left), pivot, ...quickSort(right)]; };",Not Useful
Calculates Fibonacci numbers.,fn fibonacci(n: u32) -> u32 { if n <= 1 { return n; } fibonacci(n - 1) + fibonacci(n - 2) },Not Useful
Returns the average.,def calculate_average(grades): total = sum(grades) count = len(grades) return total / count if count > 0 else 0,Not Useful
This class represents a binary tree and provides methods to insert values into the tree.,"class BinaryTree: def __init__(self): self.root = None def insert(self, value): if self.root is None: self.root = Node(value) else: self._insert_recursively(self.root, value) def _insert_recursively(self, node, value): if value < node.value: if node.left is None: node.left = Node(value) else: self._insert_recursively(node.left, value) else: if node.right is None: node.right = Node(value) else: self._insert_recursively(node.right, value)",Useful
This function is used for debouncing.,"function debounce(func, delay) { let timer; return function(...args) { const context = this; clearTimeout(timer); timer = setTimeout(() => func.apply(context, args), delay); }; }",Not Useful
This function implements merge sort generically for any type that implements the Ord trait.,"pub fn merge_sort<T: Ord>(array: &mut [T]) { let len = array.len(); if len < 2 { return; } let mid = len / 2; merge_sort(&mut array[..mid]); merge_sort(&mut array[mid..]); let mut temp = Vec::with_capacity(len); let (mut left, mut right) = (0, mid); while left < mid && right < len { if array[left] <= array[right] { temp.push(array[left]); left += 1; } else { temp.push(array[right]); right += 1; } } temp.extend_from_slice(&array[left..mid]); temp.extend_from_slice(&array[right..]); array.copy_from_slice(&temp); }",Useful
Solves the knapsack problem using dynamic programming.,"def knapsack(weights, values, capacity): n = len(values) K = [[0 for _ in range(capacity + 1)] for _ in range(n + 1)] for i in range(n + 1): for w in range(capacity + 1): if i == 0 or w == 0: K[i][w] = 0 elif weights[i - 1] <= w: K[i][w] = max(values[i - 1] + K[i - 1][w - weights[i - 1]], K[i - 1][w]) else: K[i][w] = K[i - 1][w] return K[n][capacity]",Useful
Checks if a string is a palindrome.,const isPalindrome = (str) => { const reversed = str.split('').reverse().join(''); return str === reversed; };,Useful
This class is a basic linked list implementation.,"class LinkedList: def __init__(self): self.head = None def append(self, data): new_node = Node(data) if not self.head: self.head = new_node return current = self.head while current.next: current = current.next current.next = new_node",Useful
Calculates the greatest common divisor of two numbers.,"fn gcd(a: u64, b: u64) -> u64 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
Implements Dijkstra's algorithm to find the shortest path in a weighted graph.,"def dijkstra(graph, start): shortest_distance = {node: float('infinity') for node in graph} shortest_distance[start] = 0 priority_queue = [(0, start)] while priority_queue: current_distance, current_node = heapq.heappop(priority_queue) for neighbor, weight in graph[current_node].items(): distance = current_distance + weight if distance < shortest_distance[neighbor]: shortest_distance[neighbor] = distance heapq.heappush(priority_queue, (distance, neighbor)) return shortest_distance",Useful
This class is a stack implementation.,public class MyStack { private LinkedList<Integer> list = new LinkedList<>(); public void push(int value) { list.addFirst(value); } public int pop() { return list.removeFirst(); } public boolean isEmpty() { return list.isEmpty(); } },Useful
Flattens a nested array.,"function flatten(arr) { return arr.reduce((acc, val) => acc.concat(Array.isArray(val) ? flatten(val) : val), []); }",Useful
Generates all permutations of a list of numbers.,def permutations(nums): if len(nums) == 0: return [[]] res = [] for i in range(len(nums)): for p in permutations(nums[:i] + nums[i + 1:]): res.append([nums[i]] + p) return res,Useful
Performs a binary search on a sorted array.,"fn binary_search<T: Ord>(arr: &[T], target: T) -> Option<usize> { let mut left = 0; let mut right = arr.len(); while left < right { let mid = left + (right - left) / 2; if arr[mid] == target { return Some(mid); } else if arr[mid] < target { left = mid + 1; } else { right = mid; } } None }",Useful
This class implements a min-heap data structure.,"class MinHeap: def __init__(self): self.heap = [] def insert(self, key): self.heap.append(key) self._heapify_up(len(self.heap) - 1) def _heapify_up(self, index): parent_index = (index - 1) // 2 if index > 0 and self.heap[index] < self.heap[parent_index]: self.heap[index], self.heap[parent_index] = self.heap[parent_index], self.heap[index] self._heapify_up(parent_index)",Useful
Calculates the factorial of a number recursively.,function calculateFactorial(n) { if (n === 0 || n === 1) return 1; return n * calculateFactorial(n - 1); },Useful
This function checks if two strings are anagrams.,"def is_anagram(str1, str2): return sorted(str1) == sorted(str2)",Useful
This class implements a basic queue.,"class Queue: def __init__(self): self.items = [] def enqueue(self, item): self.items.append(item) def dequeue(self): return self.items.pop(0)",Useful
Generates a list of prime numbers up to n using the Sieve of Eratosthenes.,"fn prime_sieve(n: usize) -> Vec<usize> { let mut primes = vec![true; n + 1]; primes[0] = false; primes[1] = false; for p in 2..=((n as f64).sqrt() as usize) { if primes[p] { for multiple in (p*p..=n).step_by(p) { primes[multiple] = false; } } } primes.into_iter().enumerate().filter_map(|(i, &is_prime)| if is_prime { Some(i) } else { None }).collect() }",Useful
Implements the breadth-first search algorithm for traversing a graph.,"def bfs(graph, start): visited = set() queue = [start] while queue: vertex = queue.pop(0) if vertex not in visited: visited.add(vertex) neighbors = graph[vertex] for neighbor in neighbors: queue.append(neighbor) return visited",Useful
Merges two sorted arrays into one sorted array.,"const mergeSortedArrays = (arr1, arr2) => { let merged = []; let i = 0, j = 0; while (i < arr1.length && j < arr2.length) { if (arr1[i] < arr2[j]) { merged.push(arr1[i++]); } else { merged.push(arr2[j++]); } } return merged.concat(arr1.slice(i)).concat(arr2.slice(j)); };",Useful
This class implements a Trie data structure for efficient storage and retrieval of strings.,"class TrieNode: def __init__(self): self.children = {} self.is_end_of_word = False class Trie: def __init__(self): self.root = TrieNode() def insert(self, word): node = self.root for char in word: if char not in node.children: node.children[char] = TrieNode() node = node.children[char] node.is_end_of_word = True",Useful
Rotates an array to the right by k steps.,"function rotateArray(arr, k) { const n = arr.length; k = k % n; const rotated = arr.slice(n - k).concat(arr.slice(0, n - k)); return rotated; }",Useful
Computes the length of the longest common subsequence between two strings.,"def longest_common_subsequence(str1, str2): m, n = len(str1), len(str2) dp = [[0] * (n + 1) for _ in range(m + 1)] for i in range(1, m + 1): for j in range(1, n + 1): if str1[i - 1] == str2[j - 1]: dp[i][j] = dp[i - 1][j - 1] + 1 else: dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]) return dp[m][n]",Useful
Calculates the factorial using recursion.,fn factorial(n: u64) -> u64 { if n <= 1 { 1 } else { n * factorial(n - 1) } },Useful
This class implements a segment tree for range query problems.,"class SegmentTree: def __init__(self, data): self.n = len(data) self.tree = [0] * (2 * self.n) for i in range(self.n): self.tree[self.n + i] = data[i] for i in range(self.n - 1, 0, -1): self.tree[i] = self.tree[i << 1] + self.tree[i << 1 | 1]",Useful
Shuffles an array randomly.,"function shuffleArray(arr) { for (let i = arr.length - 1; i > 0; i--) { const j = Math.floor(Math.random() * (i + 1)); [arr[i], arr[j]] = [arr[j], arr[i]]; } return arr; }",Useful
Counts the number of inversions in an array using merge sort.,"def count_inversions(arr): def merge_count_split_inv(arr, temp_arr, left, mid, right): i = left    j = mid    k = left    inv_count = 0 while i <= mid - 1 and j <= right: if arr[i] <= arr[j]: temp_arr[k] = arr[i] i += 1 else: temp_arr[k] = arr[j] inv_count += (mid - i) j += 1 k += 1 while i <= mid - 1: temp_arr[k] = arr[i] i += 1 k += 1 while j <= right: temp_arr[k] = arr[j] j += 1 k += 1 for i in range(left, right + 1): arr[i] = temp_arr[i] return inv_count",Useful
Sorts an array using the bubble sort algorithm.,"pub fn bubble_sort(arr: &mut [i32]) { let n = arr.len(); for i in 0..n { for j in 0..n - 1 - i { if arr[j] > arr[j + 1] { arr.swap(j, j + 1); } } } }",Useful
Generates the first n Fibonacci numbers.,"function getFibonacci(n) { let a = 0, b = 1; const result = []; for (let i = 0; i < n; i++) { result.push(a); [a, b] = [b, a + b]; } return result; }",Useful
Finds the top k most frequent elements in a list.,"def top_k_frequent(nums, k): count = collections.Counter(nums) return [item for item, freq in count.most_common(k)]",Useful
This class implements a Least Recently Used (LRU) cache.,"class LRUCache: def __init__(self, capacity: int): self.cache = {} self.capacity = capacity self.order = [] def get(self, key: int) -> int: if key in self.cache: self.order.remove(key) self.order.append(key) return self.cache[key] return -1 def put(self, key: int, value: int) -> None: if key in self.cache: self.order.remove(key) else: if len(self.order) >= self.capacity: oldest = self.order.pop(0) del self.cache[oldest] self.cache[key] = value self.order.append(key)",Useful
"This function implements the merge sort algorithm, which is a recursive sorting technique that divides the input array into halves.",def merge_sort(arr): if len(arr) > 1: mid = len(arr) // 2 left_half = arr[:mid] right_half = arr[mid:] merge_sort(left_half) merge_sort(right_half) i = j = k = 0 while i < len(left_half) and j < len(right_half): if left_half[i] < right_half[j]: arr[k] = left_half[i] i += 1 else: arr[k] = right_half[j] j += 1 k += 1 while i < len(left_half): arr[k] = left_half[i] i += 1 k += 1 while j < len(right_half): arr[k] = right_half[j] j += 1 k += 1,Useful
This function calculates a number in the Fibonacci sequence.,function fibonacci(n) { if (n <= 1) return n; return fibonacci(n - 1) + fibonacci(n - 2); },Not Useful
This class represents a node in a binary tree.,"class Node: def __init__(self, key): self.left = None self.right = None self.val = key def insert(root, key): if root is None: return Node(key) else: if root.val < key: root.right = insert(root.right, key) else: root.left = insert(root.left, key) return root",Not Useful
This struct defines a point in a 2D space and includes a method to calculate the distance to another point.,"pub struct Point { x: f64, y: f64 } impl Point { pub fn distance(&self, other: &Point) -> f64 { ((self.x - other.x).powi(2) + (self.y - other.y).powi(2)).sqrt() } }",Useful
This class is designed to represent a graph using adjacency lists.,"class Graph: def __init__(self): self.graph = {} def add_edge(self, u, v): if u in self.graph: self.graph[u].append(v) else: self.graph[u] = [v]",Useful
"This function sorts an array using the quicksort algorithm, which is a divide-and-conquer approach.",def quicksort(arr): if len(arr) <= 1: return arr pivot = arr[len(arr) // 2] left = [x for x in arr if x < pivot] middle = [x for x in arr if x == pivot] right = [x for x in arr if x > pivot] return quicksort(left) + middle + quicksort(right),Useful
This function calculates the factorial of a number using Rust's range and product methods.,fn factorial(n: u64) -> u64 { (1..=n).product() },Useful
This function implements the binary search algorithm to find the index of a target value in a sorted array.,"def binary_search(arr, target): low = 0 high = len(arr) - 1 while low <= high: mid = (low + high) // 2 if arr[mid] < target: low = mid + 1 elif arr[mid] > target: high = mid - 1 else: return mid return -1",Useful
This function checks if a given string is a palindrome.,function isPalindrome(str) { return str === str.split('').reverse().join(''); },Not Useful
This function retrieves data from a given URL and returns it as a JSON object.,async function fetchData(url) { const response = await fetch(url); const data = await response.json(); return data; },Useful
This class implements a basic stack data structure with push and pop operations.,"class Stack: def __init__(self): self.items = [] def push(self, item): self.items.append(item) def pop(self): return self.items.pop() if not self.is_empty() else 'Stack is empty' def is_empty(self): return len(self.items) == 0",Useful
This function counts the number of vowels in a given string.,def count_vowels(s): return sum(1 for char in s if char.lower() in 'aeiou'),Useful
This struct represents a rectangle and provides a method to calculate its area.,"struct Rectangle { width: f64, height: f64 } impl Rectangle { pub fn area(&self) -> f64 { self.width * self.height } }",Useful
This function implements Dijkstra's algorithm for finding the shortest paths in a weighted graph.,"def dijkstra(graph, start): shortest_path = {vertex: float('infinity') for vertex in graph} shortest_path[start] = 0 priority_queue = [(0, start)] while priority_queue: current_distance, current_vertex = heapq.heappop(priority_queue) for neighbor, weight in graph[current_vertex].items(): distance = current_distance + weight if distance < shortest_path[neighbor]: shortest_path[neighbor] = distance heapq.heappush(priority_queue, (distance, neighbor)) return shortest_path",Useful
This function merges two arrays and removes duplicates.,"function mergeArrays(arr1, arr2) { return [...new Set([...arr1, ...arr2])]; }",Useful
This function calculates the coefficients of a simple linear regression model.,"def linear_regression(x, y): n = len(x) m_x, m_y = sum(x) / n, sum(y) / n SS_xy = sum(y[i] * x[i] for i in range(n)) - n * m_y * m_x SS_xx = sum(x[i] * x[i] for i in range(n)) - n * m_x * m_x b_1 = SS_xy / SS_xx b_0 = m_y - b_1 * m_x return b_0, b_1",Useful
This class implements a binary tree with an insert method.,"class BinaryTree: def __init__(self, root): self.root = root self.left = None self.right = None def insert(self, value): if self.root: if value < self.root: if self.left is None: self.left = BinaryTree(value) else: self.left.insert(value) else: if self.right is None: self.right = BinaryTree(value) else: self.right.insert(value)",Useful
This function checks if a string has all unique characters using a HashSet.,fn unique_characters(s: &str) -> bool { let mut chars = std::collections::HashSet::new(); for c in s.chars() { if !chars.insert(c) { return false; } } true },Useful
This function solves the 0/1 knapsack problem using dynamic programming.,"def knapsack(weights, values, capacity): n = len(values) dp = [[0 for _ in range(capacity + 1)] for _ in range(n + 1)] for i in range(n + 1): for w in range(capacity + 1): if i == 0 or w == 0: dp[i][w] = 0 elif weights[i-1] <= w: dp[i][w] = max(values[i-1] + dp[i-1][w - weights[i-1]], dp[i-1][w]) else: dp[i][w] = dp[i-1][w] return dp[n][capacity]",Useful
This function creates a debounced version of a function that delays its execution.,"function debounce(func, wait) { let timeout; return function executedFunction(...args) { const later = () => { timeout = null; func(...args); }; clearTimeout(timeout); timeout = setTimeout(later, wait); }; };",Useful
This function performs a breadth-first search on a graph starting from a specified vertex.,"def bfs(graph, start): visited = set() queue = [start] while queue: vertex = queue.pop(0) if vertex not in visited: visited.add(vertex) queue.extend(set(graph[vertex]) - visited) return visited",Useful
This class implements a basic queue data structure with enqueue and dequeue operations.,"class Queue: def __init__(self): self.items = [] def enqueue(self, item): self.items.insert(0, item) def dequeue(self): return self.items.pop() if not self.is_empty() else 'Queue is empty' def is_empty(self): return len(self.items) == 0",Useful
This function rotates a square matrix 90 degrees clockwise.,"def rotate_matrix(matrix): n = len(matrix) for i in range(n): for j in range(i, n): matrix[i][j], matrix[j][i] = matrix[j][i], matrix[i][j] for i in range(n): matrix[i].reverse() return matrix",Useful
This function calculates the greatest common divisor using recursion.,"fn gcd(a: u64, b: u64) -> u64 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
This class implements a simple counter with increment and get methods.,class Counter: def __init__(self): self.count = 0 def increment(self): self.count += 1 def get_count(self): return self.count,Useful
This function flattens a nested array into a single array.,"function flattenArray(arr) { return arr.reduce((flat, toFlatten) => flat.concat(Array.isArray(toFlatten) ? flattenArray(toFlatten) : toFlatten), []); }",Useful
This function generates all possible permutations of a list of numbers.,def permute(nums): if len(nums) == 0: return [[]] return [[nums[i]] + p for i in range(len(nums)) for p in permute(nums[:i] + nums[i+1:])],Useful
This class implements a min-heap data structure with insert functionality.,"class MinHeap: def __init__(self): self.heap = [] def parent(self, i): return (i - 1) // 2 def left(self, i): return 2 * i + 1 def right(self, i): return 2 * i + 2 def insert(self, key): self.heap.append(key) i = len(self.heap) - 1 while i != 0 and self.heap[self.parent(i)] > self.heap[i]: self.heap[self.parent(i)], self.heap[i] = self.heap[i], self.heap[self.parent(i)] i = self.parent(i)",Useful
This function checks if two strings are anagrams of each other.,"def is_anagram(str1, str2): return sorted(str1) == sorted(str2)",Not Useful
This function performs binary search on a sorted array.,"fn binary_search(arr: &[i32], target: i32) -> Option<usize> { let mut low = 0; let mut high = arr.len() as isize - 1; while low <= high { let mid = (low + high) / 2; if arr[mid as usize] == target { return Some(mid as usize); } else if arr[mid as usize] < target { low = mid + 1; } else { high = mid - 1; } } None }",Useful
This function sorts an array using the selection sort algorithm.,"def selection_sort(arr): for i in range(len(arr)): min_idx = i for j in range(i+1, len(arr)): if arr[j] < arr[min_idx]: min_idx = j arr[i], arr[min_idx] = arr[min_idx], arr[i]",Not Useful
This function creates a delay for a specified number of milliseconds.,"async function delay(ms) { return new Promise(resolve => setTimeout(resolve, ms)); }",Useful
This function finds the length of the longest common subsequence between two strings using dynamic programming.,"def lcs(X, Y): m = len(X) n = len(Y) L = [[0] * (n + 1) for _ in range(m + 1)] for i in range(m + 1): for j in range(n + 1): if i == 0 or j == 0: L[i][j] = 0 elif X[i - 1] == Y[j - 1]: L[i][j] = L[i - 1][j - 1] + 1 else: L[i][j] = max(L[i - 1][j], L[i][j - 1]) return L[m][n]",Useful
This is a class for an AVL Tree.,"class AVLTree: def __init__(self): self.root = None def insert(self, key): # code to insert and balance the AVL tree",Not Useful
This function limits the rate at which a function can fire.,"function throttle(func, limit) { let lastFunc; let lastRan; return function() { const context = this; const args = arguments; if (!lastRan || (Date.now() - lastRan) >= limit) { func.apply(context, args); lastRan = Date.now(); } } };",Useful
"Applies a discount to a list of prices, ensuring that only positive prices are processed.","def apply_discount(prices, discount): return [price - (price * discount) for price in prices if price > 0]",Useful
Combines two dictionaries into one.,"def merge_dicts(dict1, dict2): return {**dict1, **dict2}",Not Useful
Limits the rate at which a function can fire.,"function debounce(func, wait) { let timeout; return function executedFunction(...args) { const later = () => { timeout = null; if (args.length) func(...args); }; clearTimeout(timeout); timeout = setTimeout(later, wait); }; }; }",Useful
Calculates the midpoint between two points.,"struct Point { int x; int y; }; Point midpoint(Point p1, Point p2) { return { (p1.x + p2.x) / 2, (p1.y + p2.y) / 2 }; }",Useful
Fetches data from a URL and returns it as JSON.,const fetchData = async (url) => { const response = await fetch(url); return await response.json(); };,Not Useful
Flattens a nested list into a single list.,def flatten(nested_list): return [item for sublist in nested_list for item in sublist],Useful
Reverses a linked list.,class Node { public: int data; Node* next; }; Node* reverse(Node* head) { Node* prev = nullptr; while (head) { Node* next = head->next; head->next = prev; prev = head; head = next; } return prev; },Not Useful
Ensures a function is called at most once in a specified time interval.,"const throttle = (func, limit) => { let lastFunc; let lastRan; return function() { const context = this; const args = arguments; if (!lastRan) { func.apply(context, args); lastRan = Date.now(); } else { clearTimeout(lastFunc); lastFunc = setTimeout(() => { if ((Date.now() - lastRan) >= limit) { func.apply(context, args); lastRan = Date.now(); } }, limit - (Date.now() - lastRan)); } }; };",Useful
Checks if a string is a palindrome.,def is_palindrome(s): return s == s[::-1],Not Useful
Finds all prime factors of a given number.,"def prime_factors(n): factors = [] for i in range(2, n + 1): while n % i == 0: factors.append(i) n //= i return factors",Useful
Calculates the nth Fibonacci number using recursion.,"fn fibonacci(n: u32) -> u32 { match n { 0 => 0, 1 => 1, _ => fibonacci(n - 1) + fibonacci(n - 2) } }",Not Useful
Generates a random UUID.,"const generateUUID = () => { return 'xxxxxxxx-xxxx-4xxx-yxxx-xxxxxxxxxxxx'.replace(/[xy]/g, c => { const r = Math.random() * 16 | 0; const v = c === 'x' ? r : (r & 0x3 | 0x8); return v.toString(16); }); };",Useful
This function sorts an array using the merge sort algorithm.,def merge_sort(arr): if len(arr) > 1: mid = len(arr) // 2 left_half = arr[:mid] right_half = arr[mid:] merge_sort(left_half) merge_sort(right_half) i = j = k = 0 while i < len(left_half) and j < len(right_half): if left_half[i] < right_half[j]: arr[k] = left_half[i] i += 1 else: arr[k] = right_half[j] j += 1 k += 1 while i < len(left_half): arr[k] = left_half[i] i += 1 k += 1 while j < len(right_half): arr[k] = right_half[j] j += 1 k += 1 return arr,Not Useful
Implements a circular queue with enqueue and dequeue operations.,"class CircularQueue { private: int front, rear, size; int* queue; public: CircularQueue(int size) { this->size = size; front = rear = 0; queue = new int[size]; } void enqueue(int data) { queue[rear] = data; rear = (rear + 1) % size; } int dequeue() { int data = queue[front]; front = (front + 1) % size; return data; } };",Useful
Counts how many times an element appears in an array.,"def count_occurrences(arr, x): return arr.count(x)",Not Useful
"Creates a counter object with increment, decrement, and getCount methods.","const createCounter = () => { let count = 0; return { increment: () => { count++; return count; }, decrement: () => { count--; return count; }, getCount: () => count }; };",Useful
Checks if two strings are anagrams of each other.,"fn is_anagram(s1: &str, s2: &str) -> bool { let mut s1_chars: Vec<_> = s1.chars().collect(); let mut s2_chars: Vec<_> = s2.chars().collect(); s1_chars.sort(); s2_chars.sort(); s1_chars == s2_chars }",Useful
Calculates the area of a circle given its radius.,def calculate_area(radius): return 3.14 * radius ** 2,Not Useful
Implements a stack data structure with push and pop functionality.,class Stack { private: std::vector<int> stack; public: void push(int value) { stack.push_back(value); } int pop() { int value = stack.back(); stack.pop_back(); return value; } bool isEmpty() { return stack.empty(); } };,Useful
Filters out falsy values from an array.,function filterFalsy(arr) { return arr.filter(Boolean); },Not Useful
Finds the length of the longest substring without repeating characters.,"def length_of_longest_substring(s): chars = set() left = result = 0 for right in range(len(s)): if s[right] in chars: while s[left] != s[right]: chars.remove(s[left]); left += 1 chars.add(s[right]) result = max(result, right - left + 1) return result",Useful
Represents a graph using an adjacency list.,"class Graph { private: std::unordered_map<int, std::vector<int>> adjList; public: void addEdge(int v, int w) { adjList[v].push_back(w); } std::vector<int> getNeighbors(int v) { return adjList[v]; } };",Useful
Rotates a matrix 90 degrees clockwise.,def rotate_matrix(matrix): return [list(row) for row in zip(*matrix[::-1])],Not Useful
Sorts an array using the quicksort algorithm.,"const quickSort = (arr) => { if (arr.length <= 1) return arr; const pivot = arr[arr.length - 1]; const left = arr.filter(x => x < pivot); const right = arr.filter(x => x > pivot); return [...quickSort(left), pivot, ...quickSort(right)]; };",Not Useful
Calculates the greatest common divisor of two numbers using recursion.,"fn gcd(a: i32, b: i32) -> i32 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
Performs a binary search on a sorted array.,"def binary_search(arr, target): left, right = 0, len(arr) - 1 while left <= right: mid = (left + right) // 2 if arr[mid] == target: return mid elif arr[mid] < target: left = mid + 1 else: right = mid - 1 return -1",Not Useful
Limits the rate at which a function can be called.,"const debounce = (fn, delay) => { let timer; return function(...args) { const context = this; clearTimeout(timer); timer = setTimeout(() => fn.apply(context, args), delay); }; };",Useful
Implements a priority queue using a heap.,"class PriorityQueue { private: std::vector<int> heap; public: void push(int value) { heap.push_back(value); std::push_heap(heap.begin(), heap.end()); } int pop() { std::pop_heap(heap.begin(), heap.end()); int value = heap.back(); heap.pop_back(); return value; } };",Useful
Finds the missing number in a given array of integers.,def find_missing_number(arr): n = len(arr) + 1 total_sum = n * (n + 1) // 2 return total_sum - sum(arr),Useful
Merges two arrays and removes duplicates.,"const mergeArrays = (arr1, arr2) => { return [...new Set([...arr1, ...arr2])]; };",Useful
Solves the Tower of Hanoi problem using recursion.,"fn tower_of_hanoi(n: usize, source: &str, target: &str, auxiliary: &str) { if n == 1 { println!(""Move disk 1 from {} to {}"", source, target); return; } tower_of_hanoi(n - 1, source, auxiliary, target); println!(""Move disk {} from {} to {}"", n, source, target); tower_of_hanoi(n - 1, auxiliary, target, source); }",Useful
Finds the longest common prefix string among an array of strings.,def longest_common_prefix(strs): if not strs: return '' prefix = strs[0] for s in strs[1:]: while s[:len(prefix)] != prefix and prefix: prefix = prefix[:-1] return prefix,Useful
Implements an AVL tree with insertion logic.,"class AVLTree { private: struct Node { int key; Node* left; Node* right; int height; }; Node* insert(Node* node, int key) { // insert logic } };",Not Useful
Groups anagrams together from a list of strings.,def group_anagrams(strs): from collections import defaultdict anagrams = defaultdict(list) for s in strs: anagrams[tuple(sorted(s))].append(s) return list(anagrams.values()),Useful
Checks if a string is a palindrome.,const isPalindrome = (s) => { return s === s.split('').reverse().join(''); };,Not Useful
"Merges two dictionaries, summing values for common keys.","def merge_dicts(dict1, dict2): return {k: dict1.get(k, 0) + dict2.get(k, 0) for k in set(dict1) | set(dict2)}",Useful
Limits the rate at which a function can fire.,"function debounce(func, delay) { let timeout; return function(...args) { clearTimeout(timeout); timeout = setTimeout(() => func.apply(this, args), delay); }}",Useful
Defines a simple Graph class and initializes an empty node collection.,class Graph { constructor() { this.nodes = {}; } addNode(node) { this.nodes[node] = []; } },Useful
Calculates the factorial of a non-negative integer using recursion.,fn factorial(n: u32) -> u32 { if n == 0 { 1 } else { n * factorial(n - 1) } },Useful
Returns a list of unique elements from the input list.,def unique_elements(lst): return list(set(lst)),Useful
Fetches data from a URL and returns the parsed JSON response.,const fetchData = async (url) => { const response = await fetch(url); return response.json(); },Useful
A simple stack implementation using templates in C++.,template <typename T> class Stack { private: std::vector<T> elements; public: void push(const T& element) { elements.push_back(element); } },Useful
Flattens a list of lists into a single list.,def flatten(lst): return [item for sublist in lst for item in sublist],Useful
Limits the number of times a function can be called in a given time frame.,"function throttle(func, limit) { let lastFunc; let lastRan; return function() { const context = this; const args = arguments; if (!lastRan) { func.apply(context, args); lastRan = Date.now(); } else { clearTimeout(lastFunc); lastFunc = setTimeout(function() { if ((Date.now() - lastRan) >= limit) { func.apply(context, args); lastRan = Date.now(); } }, limit - (Date.now() - lastRan)); } } }",Useful
